Month,Citizenship,Arrivals,Departures,Net,arrivals_sum,departures_sum,net_sum
2019-06-01,New Zealand,2560,3515,-955,35116.0,40720.0,-5604.0
2019-06-01,Philippines,899,113,786,9807.0,1362.0,8445.0
2019-06-01,South Africa,976,25,951,9473.0,399.0,9074.0
2019-06-01,Sri Lanka,113,19,94,1437.0,242.0,1195.0
2019-06-01,United Kingdom,646,470,176,8390.0,5670.0,2720.0
2019-06-01,Vietnam,117,51,66,1532.0,586.0,946.0
2019-07-01,China,1674,991,683,14174.0,8457.0,5717.0
2019-07-01,Fiji,261,64,197,2678.0,613.0,2065.0
2019-07-01,India,2196,306,1890,12258.0,4059.0,8199.0
2019-07-01,New Zealand,3132,3300,-168,35532.0,40142.0,-4610.0
2019-07-01,Philippines,860,116,744,9827.0,1369.0,8458.0
2019-07-01,South Africa,1075,35,1040,9887.0,404.0,9483.0
2019-07-01,Sri Lanka,178,19,159,1442.0,246.0,1196.0
2019-07-01,United Kingdom,459,529,-70,8381.0,5654.0,2727.0
2019-07-01,Vietnam,229,72,157,1582.0,593.0,989.0
2019-08-01,China,1362,735,627,14126.0,8632.0,5494.0
2019-08-01,Fiji,204,68,136,2697.0,622.0,2075.0
2019-08-01,India,1360,357,1003,12397.0,4029.0,8368.0
2019-08-01,New Zealand,3449,2929,520,36009.0,39530.0,-3521.0
2019-08-01,Philippines,1028,134,894,9987.0,1401.0,8586.0
2019-08-01,South Africa,1249,26,1223,10482.0,400.0,10082.0
2019-08-01,Sri Lanka,243,12,231,1527.0,233.0,1294.0
2019-08-01,United Kingdom,757,362,395,8452.0,5564.0,2888.0
2019-08-01,Vietnam,140,48,92,1617.0,604.0,1013.0
2019-09-01,China,1370,901,469,14026.0,8953.0,5073.0
2019-09-01,Fiji,276,55,221,2798.0,628.0,2170.0
2019-09-01,India,1128,402,726,12524.0,4055.0,8469.0
2019-09-01,New Zealand,3718,2928,790,36620.0,39335.0,-2715.0
2019-09-01,Philippines,852,77,775,10086.0,1380.0,8706.0
2019-09-01,South Africa,1168,58,1110,11054.0,437.0,10617.0
2019-09-01,Sri Lanka,176,16,160,1586.0,242.0,1344.0
2019-09-01,United Kingdom,929,358,571,8522.0,5543.0,2979.0
2019-09-01,Vietnam,107,28,79,1638.0,586.0,1052.0
2019-10-01,China,1376,797,579,14225.0,9333.0,4892.0
2019-10-01,Fiji,216,70,146,2865.0,656.0,2209.0
2019-10-01,India,1645,554,1091,13267.0,4269.0,8998.0
2019-10-01,New Zealand,3931,2877,1054,37524.0,39079.0,-1555.0
2019-10-01,Philippines,955,128,827,10291.0,1417.0,8874.0
2019-10-01,South Africa,1141,15,1126,11511.0,429.0,11082.0
2019-10-01,Sri Lanka,176,21,155,1654.0,247.0,1407.0
2019-10-01,United Kingdom,1189,380,809,8822.0,5525.0,3297.0
2019-10-01,Vietnam,138,49,89,1647.0,609.0,1038.0
2019-11-01,China,1392,3049,-1657,14617.0,11407.0,3210.0
2019-11-01,Fiji,239,75,164,2868.0,684.0,2184.0
2019-11-01,India,1882,538,1344,14299.0,4475.0,9824.0
2019-11-01,New Zealand,4403,2764,1639,38755.0,38793.0,-38.0
2019-11-01,Philippines,922,152,770,10487.0,1452.0,9035.0
2019-11-01,South Africa,1060,54,1006,11965.0,438.0,11527.0
2019-11-01,Sri Lanka,241,30,211,1778.0,251.0,1527.0
2019-11-01,United Kingdom,1390,352,1038,9299.0,5542.0,3757.0
2019-11-01,Vietnam,77,80,-3,1647.0,642.0,1005.0
2019-12-01,China,1360,2856,-1496,15161.0,13233.0,1928.0
2019-12-01,Fiji,355,96,259,2915.0,706.0,2209.0
2019-12-01,India,1408,572,836,15124.0,4582.0,10542.0
2019-12-01,New Zealand,7418,3526,3892,40997.0,38095.0,2902.0
2019-12-01,Philippines,721,166,555,10604.0,1460.0,9144.0
2019-12-01,South Africa,1153,73,1080,12233.0,460.0,11773.0
2019-12-01,Sri Lanka,168,32,136,1875.0,257.0,1618.0
2019-12-01,United Kingdom,1026,448,578,9634.0,5452.0,4182.0
2019-12-01,Vietnam,84,107,-23,1647.0,655.0,992.0
2020-01-01,China,1785,2198,-413,15564.0,14774.0,790.0
2020-01-01,Fiji,367,50,317,3039.0,721.0,2318.0
2020-01-01,India,1859,705,1154,16175.0,4920.0,11255.0
2020-01-01,New Zealand,4322,3055,1267,42046.0,37585.0,4461.0
2020-01-01,Philippines,851,164,687,10685.0,1503.0,9182.0
2020-01-01,South Africa,1576,36,1540,12713.0,471.0,12242.0
2020-01-01,Sri Lanka,188,32,156,1935.0,268.0,1667.0
2020-01-01,United Kingdom,1383,305,1078,10011.0,5405.0,4606.0
2020-01-01,Vietnam,161,98,63,1619.0,670.0,949.0
2020-02-01,China,525,147,378,14822.0,14550.0,272.0
2020-02-01,Fiji,394,58,336,3171.0,737.0,2434.0
2020-02-01,India,4221,1118,3103,18570.0,5734.0,12836.0
2020-02-01,New Zealand,3858,2240,1618,43426.0,36841.0,6585.0
2020-02-01,Philippines,1069,249,820,10779.0,1665.0,9114.0
2020-02-01,South Africa,981,35,946,12797.0,474.0,12323.0
2020-02-01,Sri Lanka,358,34,324,2125.0,283.0,1842.0
2020-02-01,United Kingdom,1061,389,672,10418.0,5299.0,5119.0
2020-02-01,Vietnam,299,56,243,1701.0,695.0,1006.0
2020-03-01,China,367,368,-1,14074.0,14400.0,-326.0
2020-03-01,Fiji,291,72,219,3256.0,754.0,2502.0
2020-03-01,India,2039,769,1270,19807.0,6158.0,13649.0
2020-03-01,New Zealand,5434,1693,3741,46586.0,35259.0,11327.0
2020-03-01,Philippines,571,246,325,10587.0,1784.0,8803.0
2020-03-01,South Africa,660,67,593,12629.0,506.0,12123.0
2020-03-01,Sri Lanka,193,27,166,2201.0,285.0,1916.0
2020-03-01,United Kingdom,766,474,292,10606.0,5228.0,5378.0
2020-03-01,Vietnam,119,28,91,1682.0,677.0,1005.0
2020-04-01,China,22,203,-181,13320.0,14119.0,-799.0
2020-04-01,Fiji,2,5,-3,3058.0,719.0,2339.0
2020-04-01,India,20,5,15,19328.0,5907.0,13421.0
2020-04-01,New Zealand,796,68,728,45295.0,32228.0,13067.0
2020-04-01,Philippines,6,11,-5,9892.0,1707.0,8185.0
2020-04-01,South Africa,2,0,2,11862.0,470.0,11392.0
2020-04-01,Sri Lanka,0,3,-3,2133.0,269.0,1864.0
2020-04-01,United Kingdom,30,142,-112,10177.0,4857.0,5320.0
2020-04-01,Vietnam,2,0,2,1574.0,655.0,919.0
2020-05-01,China,87,252,-165,12492.0,13838.0,-1346.0
2020-05-01,Fiji,5,5,0,2826.0,681.0,2145.0
2020-05-01,India,5,9,-4,18615.0,5632.0,12983.0
2020-05-01,New Zealand,1030,179,851,44051.0,29074.0,14977.0
2020-05-01,Philippines,17,4,13,8751.0,1560.0,7191.0
2020-05-01,South Africa,16,5,11,11057.0,429.0,10628.0
2020-05-01,Sri Lanka,0,0,0,2034.0,245.0,1789.0
2020-05-01,United Kingdom,26,150,-124,9662.0,4359.0,5303.0
2020-05-01,Vietnam,0,0,0,1473.0,617.0,856.0
2020-06-01,China,151,371,-220,11471.0,12868.0,-1397.0
2020-06-01,Fiji,7,5,2,2617.0,623.0,1994.0
2020-06-01,India,196,155,41,17959.0,5490.0,12469.0
2020-06-01,New Zealand,1582,387,1195,43073.0,25946.0,17127.0
2020-06-01,Philippines,7,4,3,7859.0,1451.0,6408.0
2020-06-01,South Africa,76,22,54,10157.0,426.0,9731.0
2020-06-01,Sri Lanka,0,13,-13,1921.0,239.0,1682.0
2020-06-01,United Kingdom,86,116,-30,9102.0,4005.0,5097.0
2020-06-01,Vietnam,1,19,-18,1357.0,585.0,772.0
2020-07-01,China,131,545,-414,9928.0,12422.0,-2494.0
2020-07-01,Fiji,18,33,-15,2374.0,592.0,1782.0
2020-07-01,India,62,67,-5,15825.0,5251.0,10574.0
2020-07-01,New Zealand,2754,655,2099,42695.0,23301.0,19394.0
2020-07-01,Philippines,74,93,-19,7073.0,1428.0,5645.0
2020-07-01,South Africa,9,19,-10,9091.0,410.0,8681.0
2020-07-01,Sri Lanka,3,1,2,1746.0,221.0,1525.0
2020-07-01,United Kingdom,167,435,-268,8810.0,3911.0,4899.0
2020-07-01,Vietnam,1,11,-10,1129.0,524.0,605.0
2020-08-01,China,228,623,-395,8794.0,12310.0,-3516.0
2020-08-01,Fiji,23,17,6,2193.0,541.0,1652.0
2020-08-01,India,169,240,-71,14634.0,5134.0,9500.0
2020-08-01,New Zealand,3449,865,2584,42695.0,21237.0,21458.0
2020-08-01,Philippines,106,66,40,6151.0,1360.0,4791.0
2020-08-01,South Africa,49,25,24,7891.0,409.0,7482.0
2020-08-01,Sri Lanka,1,5,-4,1504.0,214.0,1290.0
2020-08-01,United Kingdom,237,369,-132,8290.0,3918.0,4372.0
2020-08-01,Vietnam,9,49,-40,998.0,525.0,473.0
2020-09-01,China,100,711,-611,7524.0,12120.0,-4596.0
2020-09-01,Fiji,19,18,1,1936.0,504.0,1432.0
2020-09-01,India,192,338,-146,13698.0,5070.0,8628.0
2020-09-01,New Zealand,3729,777,2952,42706.0,19086.0,23620.0
2020-09-01,Philippines,65,95,-30,5364.0,1378.0,3986.0
2020-09-01,South Africa,237,33,204,6960.0,384.0,6576.0
2020-09-01,Sri Lanka,9,24,-15,1337.0,222.0,1115.0
2020-09-01,United Kingdom,214,458,-244,7575.0,4018.0,3557.0
2020-09-01,Vietnam,5,40,-35,896.0,537.0,359.0
2020-10-01,China,155,678,-523,6303.0,12001.0,-5698.0
2020-10-01,Fiji,24,41,-17,1744.0,475.0,1269.0
2020-10-01,India,172,289,-117,12225.0,4805.0,7420.0
2020-10-01,New Zealand,3253,1247,2006,42028.0,17456.0,24572.0
2020-10-01,Philippines,156,63,93,4565.0,1313.0,3252.0
2020-10-01,South Africa,110,96,14,5929.0,465.0,5464.0
2020-10-01,Sri Lanka,10,3,7,1171.0,204.0,967.0
2020-10-01,United Kingdom,249,270,-21,6635.0,3908.0,2727.0
2020-10-01,Vietnam,5,45,-40,763.0,533.0,230.0
2020-11-01,China,162,1089,-927,5073.0,10041.0,-4968.0
2020-11-01,Fiji,10,36,-26,1515.0,436.0,1079.0
2020-11-01,India,28,411,-383,10371.0,4678.0,5693.0
2020-11-01,New Zealand,3299,1728,1571,40924.0,16420.0,24504.0
2020-11-01,Philippines,111,119,-8,3754.0,1280.0,2474.0
2020-11-01,South Africa,116,68,48,4985.0,479.0,4506.0
2020-11-01,Sri Lanka,10,5,5,940.0,179.0,761.0
2020-11-01,United Kingdom,304,209,95,5549.0,3765.0,1784.0
2020-11-01,Vietnam,5,3,2,691.0,456.0,235.0
2020-12-01,China,177,975,-798,3890.0,8160.0,-4270.0
2020-12-01,Fiji,18,56,-38,1178.0,396.0,782.0
2020-12-01,India,215,378,-163,9178.0,4484.0,4694.0
2020-12-01,New Zealand,3436,2440,996,36942.0,15334.0,21608.0
2020-12-01,Philippines,63,151,-88,3096.0,1265.0,1831.0
2020-12-01,South Africa,79,96,-17,3911.0,502.0,3409.0
2020-12-01,Sri Lanka,8,55,-47,780.0,202.0,578.0
2020-12-01,United Kingdom,258,331,-73,4781.0,3648.0,1133.0
2020-12-01,Vietnam,5,80,-75,612.0,429.0,183.0
2021-01-01,China,169,684,-515,2274.0,6646.0,-4372.0
2021-01-01,Fiji,35,60,-25,846.0,406.0,440.0
2021-01-01,India,176,779,-603,7495.0,4558.0,2937.0
2021-01-01,New Zealand,2720,2287,433,35340.0,14566.0,20774.0
2021-01-01,Philippines,105,93,12,2350.0,1194.0,1156.0
2021-01-01,South Africa,87,58,29,2422.0,524.0,1898.0
2021-01-01,Sri Lanka,9,57,-48,601.0,227.0,374.0
2021-01-01,United Kingdom,244,176,68,3642.0,3519.0,123.0
2021-01-01,Vietnam,4,5,-1,455.0,336.0,119.0
2021-02-01,China,203,629,-426,1952.0,7128.0,-5176.0
2021-02-01,Fiji,71,106,-35,523.0,454.0,69.0
2021-02-01,India,242,1161,-919,3516.0,4601.0,-1085.0
2021-02-01,New Zealand,2438,2013,425,33920.0,14339.0,19581.0
2021-02-01,Philippines,125,171,-46,1406.0,1116.0,290.0
2021-02-01,South Africa,69,63,6,1510.0,552.0,958.0
2021-02-01,Sri Lanka,15,48,-33,258.0,241.0,17.0
2021-02-01,United Kingdom,218,188,30,2799.0,3318.0,-519.0
2021-02-01,Vietnam,4,2,2,160.0,282.0,-122.0
2021-03-01,China,300,649,-349,1885.0,7409.0,-5524.0
2021-03-01,Fiji,33,38,-5,265.0,420.0,-155.0
2021-03-01,India,406,623,-217,1883.0,4455.0,-2572.0
2021-03-01,New Zealand,2442,2351,91,30928.0,14997.0,15931.0
2021-03-01,Philippines,138,163,-25,973.0,1033.0,-60.0
2021-03-01,South Africa,148,48,100,998.0,533.0,465.0
2021-03-01,Sri Lanka,35,52,-17,100.0,266.0,-166.0
2021-03-01,United Kingdom,204,295,-91,2237.0,3139.0,-902.0
2021-03-01,Vietnam,12,78,-66,53.0,332.0,-279.0
2021-04-01,China,196,776,-580,2059.0,7982.0,-5923.0
2021-04-01,Fiji,39,63,-24,302.0,478.0,-176.0
2021-04-01,India,205,545,-340,2068.0,4995.0,-2927.0
2021-04-01,New Zealand,3085,2566,519,33217.0,17495.0,15722.0
2021-04-01,Philippines,179,61,118,1146.0,1083.0,63.0
2021-04-01,South Africa,133,66,67,1129.0,599.0,530.0
2021-04-01,Sri Lanka,18,65,-47,118.0,328.0,-210.0
2021-04-01,United Kingdom,211,352,-141,2418.0,3349.0,-931.0
2021-04-01,Vietnam,8,48,-40,59.0,380.0,-321.0
2021-05-01,China,296,593,-297,2268.0,8323.0,-6055.0
2021-05-01,Fiji,29,3,26,326.0,476.0,-150.0
2021-05-01,India,112,247,-135,2175.0,5233.0,-3058.0
2021-05-01,New Zealand,3048,2728,320,35235.0,20044.0,15191.0
2021-05-01,Philippines,160,97,63,1289.0,1176.0,113.0
2021-05-01,South Africa,83,44,39,1196.0,638.0,558.0
2021-05-01,Sri Lanka,11,24,-13,129.0,352.0,-223.0
2021-05-01,United Kingdom,196,417,-221,2588.0,3616.0,-1028.0
2021-05-01,Vietnam,12,41,-29,71.0,421.0,-350.0
2021-06-01,China,499,556,-57,2616.0,8508.0,-5892.0
2021-06-01,Fiji,43,7,36,362.0,478.0,-116.0
2021-06-01,India,201,242,-41,2180.0,5320.0,-3140.0
2021-06-01,New Zealand,2292,2646,-354,35945.0,22303.0,13642.0
2021-06-01,Philippines,253,82,171,1535.0,1254.0,281.0
2021-06-01,South Africa,96,65,31,1216.0,681.0,535.0
2021-06-01,Sri Lanka,16,13,3,145.0,352.0,-207.0
2021-06-01,United Kingdom,170,562,-392,2672.0,4062.0,-1390.0
2021-06-01,Vietnam,16,43,-27,86.0,445.0,-359.0
2021-07-01,China,358,669,-311,2843.0,8632.0,-5789.0
2021-07-01,Fiji,24,8,16,368.0,453.0,-85.0
2021-07-01,India,225,322,-97,2343.0,5575.0,-3232.0
2021-07-01,New Zealand,3183,2702,481,36374.0,24350.0,12024.0
2021-07-01,Philippines,231,94,137,1692.0,1255.0,437.0
2021-07-01,South Africa,68,48,20,1275.0,710.0,565.0
2021-07-01,Sri Lanka,8,20,-12,150.0,371.0,-221.0
2021-07-01,United Kingdom,247,608,-361,2752.0,4235.0,-1483.0
2021-07-01,Vietnam,12,14,-2,97.0,448.0,-351.0
2021-08-01,China,218,491,-273,2833.0,8500.0,-5667.0
2021-08-01,Fiji,18,5,13,363.0,441.0,-78.0
2021-08-01,India,391,277,114,2565.0,5612.0,-3047.0
2021-08-01,New Zealand,1064,1535,-471,33989.0,25020.0,8969.0
2021-08-01,Philippines,178,84,94,1764.0,1273.0,491.0
2021-08-01,South Africa,57,35,22,1283.0,720.0,563.0
2021-08-01,Sri Lanka,22,16,6,171.0,382.0,-211.0
2021-08-01,United Kingdom,209,414,-205,2724.0,4280.0,-1556.0
2021-08-01,Vietnam,9,19,-10,97.0,418.0,-321.0
2021-09-01,China,162,398,-236,2895.0,8187.0,-5292.0
2021-09-01,Fiji,6,16,-10,350.0,439.0,-89.0
2021-09-01,India,479,300,179,2852.0,5574.0,-2722.0
2021-09-01,New Zealand,994,790,204,31254.0,25033.0,6221.0
2021-09-01,Philippines,152,76,76,1851.0,1254.0,597.0
2021-09-01,South Africa,89,44,45,1135.0,731.0,404.0
2021-09-01,Sri Lanka,22,13,9,184.0,371.0,-187.0
2021-09-01,United Kingdom,249,271,-22,2759.0,4093.0,-1334.0
2021-09-01,Vietnam,1,4,-3,93.0,382.0,-289.0
2021-10-01,China,159,516,-357,2899.0,8025.0,-5126.0
2021-10-01,Fiji,13,7,6,339.0,405.0,-66.0
2021-10-01,India,386,408,-22,3066.0,5693.0,-2627.0
2021-10-01,New Zealand,1750,842,908,29751.0,24628.0,5123.0
2021-10-01,Philippines,234,78,156,1929.0,1269.0,660.0
2021-10-01,South Africa,99,84,15,1124.0,719.0,405.0
2021-10-01,Sri Lanka,14,29,-15,188.0,397.0,-209.0
2021-10-01,United Kingdom,241,244,-3,2751.0,4067.0,-1316.0
2021-10-01,Vietnam,14,52,-38,102.0,389.0,-287.0
2021-11-01,China,119,787,-668,2856.0,7723.0,-4867.0
2021-11-01,Fiji,28,24,4,357.0,393.0,-36.0
2021-11-01,India,321,487,-166,3359.0,5769.0,-2410.0
2021-11-01,New Zealand,1745,1966,-221,28197.0,24866.0,3331.0
2021-11-01,Philippines,226,107,119,2044.0,1257.0,787.0
2021-11-01,South Africa,69,131,-62,1077.0,782.0,295.0
2021-11-01,Sri Lanka,47,32,15,225.0,424.0,-199.0
2021-11-01,United Kingdom,203,330,-127,2650.0,4188.0,-1538.0
2021-11-01,Vietnam,18,33,-15,115.0,419.0,-304.0
2021-12-01,China,201,907,-706,2880.0,7655.0,-4775.0
2021-12-01,Fiji,58,86,-28,397.0,423.0,-26.0
2021-12-01,India,510,387,123,3654.0,5778.0,-2124.0
2021-12-01,New Zealand,2544,3952,-1408,27305.0,26378.0,927.0
2021-12-01,Philippines,257,119,138,2238.0,1225.0,1013.0
2021-12-01,South Africa,30,140,-110,1028.0,826.0,202.0
2021-12-01,Sri Lanka,31,29,2,248.0,398.0,-150.0
2021-12-01,United Kingdom,136,538,-402,2528.0,4395.0,-1867.0
2021-12-01,Vietnam,5,71,-66,115.0,410.0,-295.0
2022-01-01,China,90,423,-333,2801.0,7394.0,-4593.0
2022-01-01,Fiji,36,26,10,398.0,389.0,9.0
2022-01-01,India,306,343,-37,3784.0,5342.0,-1558.0
2022-01-01,New Zealand,1691,3900,-2209,26276.0,27991.0,-1715.0
2022-01-01,Philippines,129,69,60,2262.0,1201.0,1061.0
2022-01-01,South Africa,132,83,49,1073.0,851.0,222.0
2022-01-01,Sri Lanka,8,23,-15,247.0,364.0,-117.0
2022-01-01,United Kingdom,193,333,-140,2477.0,4552.0,-2075.0
2022-01-01,Vietnam,7,34,-27,118.0,439.0,-321.0
2022-02-01,China,91,477,-386,2689.0,7242.0,-4553.0
2022-02-01,Fiji,16,23,-7,343.0,306.0,37.0
2022-02-01,India,296,277,19,3838.0,4458.0,-620.0
2022-02-01,New Zealand,1142,3463,-2321,24980.0,29441.0,-4461.0
2022-02-01,Philippines,155,75,80,2292.0,1105.0,1187.0
2022-02-01,South Africa,106,61,45,1110.0,849.0,261.0
2022-02-01,Sri Lanka,8,21,-13,240.0,337.0,-97.0
2022-02-01,United Kingdom,129,335,-206,2388.0,4699.0,-2311.0
2022-02-01,Vietnam,5,48,-43,119.0,485.0,-366.0
2022-03-01,China,255,612,-357,2644.0,7205.0,-4561.0
2022-03-01,Fiji,134,31,103,444.0,299.0,145.0
2022-03-01,India,514,373,141,3946.0,4208.0,-262.0
2022-03-01,New Zealand,3632,3908,-276,26170.0,30998.0,-4828.0
2022-03-01,Philippines,363,109,254,2517.0,1051.0,1466.0
2022-03-01,South Africa,236,62,174,1198.0,863.0,335.0
2022-03-01,Sri Lanka,54,16,38,259.0,301.0,-42.0
2022-03-01,United Kingdom,176,599,-423,2360.0,5003.0,-2643.0
2022-03-01,Vietnam,19,82,-63,126.0,489.0,-363.0
2022-04-01,China,294,399,-105,2742.0,6828.0,-4086.0
2022-04-01,Fiji,144,66,78,549.0,302.0,247.0
2022-04-01,India,1221,341,880,4962.0,4004.0,958.0
2022-04-01,New Zealand,2464,4515,-2051,25549.0,32947.0,-7398.0
2022-04-01,Philippines,472,94,378,2810.0,1084.0,1726.0
2022-04-01,South Africa,217,67,150,1282.0,864.0,418.0
2022-04-01,Sri Lanka,80,16,64,321.0,252.0,69.0
2022-04-01,United Kingdom,174,634,-460,2323.0,5285.0,-2962.0
2022-04-01,Vietnam,29,50,-21,147.0,491.0,-344.0
2022-05-01,China,557,285,272,3003.0,6520.0,-3517.0
2022-05-01,Fiji,218,56,162,738.0,355.0,383.0
2022-05-01,India,769,275,494,5619.0,4032.0,1587.0
2022-05-01,New Zealand,1953,4641,-2688,24454.0,34860.0,-10406.0
2022-05-01,Philippines,583,111,472,3233.0,1098.0,2135.0
2022-05-01,South Africa,296,59,237,1495.0,879.0,616.0
2022-05-01,Sri Lanka,106,19,87,416.0,247.0,169.0
2022-05-01,United Kingdom,263,643,-380,2390.0,5511.0,-3121.0
2022-05-01,Vietnam,40,63,-23,175.0,513.0,-338.0
2022-06-01,China,736,339,397,3240.0,6303.0,-3063.0
2022-06-01,Fiji,303,45,258,998.0,393.0,605.0
2022-06-01,India,760,184,576,6178.0,3974.0,2204.0
2022-06-01,New Zealand,1840,4370,-2530,24002.0,36584.0,-12582.0
2022-06-01,Philippines,758,72,686,3738.0,1088.0,2650.0
2022-06-01,South Africa,549,33,516,1948.0,847.0,1101.0
2022-06-01,Sri Lanka,148,15,133,548.0,249.0,299.0
2022-06-01,United Kingdom,314,572,-258,2534.0,5521.0,-2987.0
2022-06-01,Vietnam,21,49,-28,180.0,519.0,-339.0
2022-07-01,China,1333,508,825,4215.0,6142.0,-1927.0
2022-07-01,Fiji,410,68,342,1384.0,453.0,931.0
2022-07-01,India,1481,234,1247,7434.0,3886.0,3548.0
2022-07-01,New Zealand,2248,4844,-2596,23067.0,38726.0,-15659.0
2022-07-01,Philippines,1108,85,1023,4615.0,1079.0,3536.0
2022-07-01,South Africa,644,55,589,2524.0,854.0,1670.0
2022-07-01,Sri Lanka,279,14,265,819.0,243.0,576.0
2022-07-01,United Kingdom,358,506,-148,2645.0,5419.0,-2774.0
2022-07-01,Vietnam,88,52,36,256.0,557.0,-301.0
2022-08-01,China,850,401,449,4847.0,6052.0,-1205.0
2022-08-01,Fiji,404,44,360,1770.0,492.0,1278.0
2022-08-01,India,1228,268,960,8271.0,3877.0,4394.0
2022-08-01,New Zealand,2025,4288,-2263,24028.0,41479.0,-17451.0
2022-08-01,Philippines,1125,81,1044,5562.0,1076.0,4486.0
2022-08-01,South Africa,302,36,266,2769.0,855.0,1914.0
2022-08-01,Sri Lanka,209,16,193,1006.0,243.0,763.0
2022-08-01,United Kingdom,427,415,12,2863.0,5420.0,-2557.0
2022-08-01,Vietnam,59,57,2,306.0,595.0,-289.0
2022-09-01,China,1469,362,1107,6154.0,6016.0,138.0
2022-09-01,Fiji,510,36,474,2274.0,512.0,1762.0
2022-09-01,India,1153,198,955,8945.0,3775.0,5170.0
2022-09-01,New Zealand,2050,4098,-2048,25084.0,44787.0,-19703.0
2022-09-01,Philippines,1365,44,1321,6775.0,1044.0,5731.0
2022-09-01,South Africa,457,31,426,3137.0,842.0,2295.0
2022-09-01,Sri Lanka,276,11,265,1260.0,241.0,1019.0
2022-09-01,United Kingdom,671,222,449,3285.0,5371.0,-2086.0
2022-09-01,Vietnam,95,42,53,400.0,633.0,-233.0
2022-10-01,China,1804,371,1433,7799.0,5871.0,1928.0
2022-10-01,Fiji,535,58,477,2796.0,563.0,2233.0
2022-10-01,India,1407,277,1129,9966.0,3644.0,6321.0
2022-10-01,New Zealand,2025,3857,-1833,25359.0,47802.0,-22444.0
2022-10-01,Philippines,1596,78,1519,8137.0,1044.0,7094.0
2022-10-01,South Africa,758,49,709,3796.0,807.0,2989.0
2022-10-01,Sri Lanka,244,16,228,1490.0,228.0,1262.0
2022-10-01,United Kingdom,627,260,367,3671.0,5387.0,-1716.0
2022-10-01,Vietnam,124,30,94,510.0,611.0,-101.0
2022-11-01,China,1705,469,1235,9385.0,5553.0,3831.0
2022-11-01,Fiji,680,42,638,3448.0,581.0,2867.0
2022-11-01,India,2192,289,1903,11837.0,3446.0,8390.0
2022-11-01,New Zealand,2362,4451,-2088,25976.0,50287.0,-24311.0
2022-11-01,Philippines,3097,78,3019,11008.0,1015.0,9994.0
2022-11-01,South Africa,1150,62,1088,4877.0,738.0,4139.0
2022-11-01,Sri Lanka,422,28,394,1865.0,224.0,1641.0
2022-11-01,United Kingdom,690,275,416,4158.0,5332.0,-1173.0
2022-11-01,Vietnam,191,54,138,683.0,632.0,52.0
2022-12-01,China,1721,333,1389,10905.0,4979.0,5926.0
2022-12-01,Fiji,894,51,843,4284.0,546.0,3738.0
2022-12-01,India,2695,218,2477,14022.0,3277.0,10744.0
2022-12-01,New Zealand,3318,5511,-2193,26750.0,51846.0,-25096.0
2022-12-01,Philippines,2319,96,2224,13070.0,992.0,12080.0
2022-12-01,South Africa,947,64,883,5794.0,662.0,5132.0
2022-12-01,Sri Lanka,404,26,378,2238.0,221.0,2017.0
2022-12-01,United Kingdom,493,301,192,4515.0,5095.0,-579.0
2022-12-01,Vietnam,249,103,146,927.0,664.0,264.0
2023-01-01,China,2002,404,1598,12817.0,4960.0,7857.0
2023-01-01,Fiji,864,32,832,5112.0,552.0,4560.0
2023-01-01,India,2048,245,1802,15764.0,3179.0,12583.0
2023-01-01,New Zealand,2035,5175,-3140,27094.0,53121.0,-26027.0
2023-01-01,Philippines,2250,78,2172,15191.0,1001.0,14192.0
2023-01-01,South Africa,742,26,716,6404.0,605.0,5799.0
2023-01-01,Sri Lanka,307,18,289,2537.0,216.0,2321.0
2023-01-01,United Kingdom,825,244,581,5147.0,5006.0,142.0
2023-01-01,Vietnam,126,64,62,1046.0,694.0,353.0
2023-02-01,China,2717,387,2330,15443.0,4870.0,10573.0
2023-02-01,Fiji,956,37,919,6052.0,566.0,5486.0
2023-02-01,India,3030,213,2817,18498.0,3115.0,15381.0
2023-02-01,New Zealand,1835,5362,-3527,27787.0,55020.0,-27233.0
2023-02-01,Philippines,3569,62,3506,18605.0,988.0,17618.0
2023-02-01,South Africa,966,31,935,7264.0,575.0,6689.0
2023-02-01,Sri Lanka,582,19,563,3111.0,214.0,2897.0
2023-02-01,United Kingdom,474,314,160,5492.0,4985.0,508.0
2023-02-01,Vietnam,486,19,467,1527.0,665.0,863.0
2023-03-01,China,3004,550,2455,18192.0,4808.0,13385.0
2023-03-01,Fiji,1081,52,1028,6999.0,587.0,6411.0
2023-03-01,India,4211,224,3987,22195.0,2966.0,19227.0
2023-03-01,New Zealand,1612,5739,-4127,25767.0,56851.0,-31084.0
2023-03-01,Philippines,5015,72,4943,23257.0,951.0,22307.0
2023-03-01,South Africa,941,52,889,7969.0,565.0,7404.0
2023-03-01,Sri Lanka,708,23,685,3765.0,221.0,3544.0
2023-03-01,United Kingdom,398,379,19,5714.0,4765.0,950.0
2023-03-01,Vietnam,646,27,618,2154.0,610.0,1544.0
2023-04-01,China,2240,557,1683,20138.0,4966.0,15173.0
2023-04-01,Fiji,1022,37,985,7877.0,558.0,7318.0
2023-04-01,India,4252,232,4020,25226.0,2857.0,22367.0
2023-04-01,New Zealand,1685,6594,-4909,24988.0,58930.0,-33942.0
2023-04-01,Philippines,3052,72,2981,25837.0,929.0,24910.0
2023-04-01,South Africa,820,35,784,8572.0,533.0,8038.0
