Month,Citizenship,Arrivals,Departures,Net,arrivals_sum,departures_sum,net_sum
2001-12-01,China,862,175,687,16679.0,1493.0,15186.0
2001-12-01,Fiji,527,57,470,4032.0,329.0,3703.0
2001-12-01,India,520,77,443,6317.0,645.0,5672.0
2001-12-01,New Zealand,5031,4279,752,28953.0,57042.0,-28089.0
2001-12-01,Philippines,136,19,117,1291.0,201.0,1090.0
2001-12-01,South Africa,307,44,263,4914.0,396.0,4518.0
2001-12-01,Sri Lanka,86,20,66,760.0,133.0,627.0
2001-12-01,United Kingdom,843,325,518,9034.0,4249.0,4785.0
2001-12-01,Vietnam,46,19,27,649.0,93.0,556.0
2002-01-01,China,2823,106,2717,18380.0,1501.0,16879.0
2002-01-01,Fiji,443,40,403,4025.0,346.0,3679.0
2002-01-01,India,732,58,674,6758.0,630.0,6128.0
2002-01-01,New Zealand,2759,4377,-1618,29022.0,54236.0,-25214.0
2002-01-01,Philippines,159,23,136,1382.0,201.0,1181.0
2002-01-01,South Africa,520,37,483,4953.0,388.0,4565.0
2002-01-01,Sri Lanka,127,14,113,779.0,136.0,643.0
2002-01-01,United Kingdom,1145,270,875,9238.0,4094.0,5144.0
2002-01-01,Vietnam,70,8,62,677.0,97.0,580.0
2002-02-01,China,2449,103,2346,19087.0,1472.0,17615.0
2002-02-01,Fiji,406,23,383,4008.0,351.0,3657.0
2002-02-01,India,1085,48,1037,7243.0,622.0,6621.0
2002-02-01,New Zealand,2200,3800,-1600,29290.0,51096.0,-21806.0
2002-02-01,Philippines,149,27,122,1421.0,211.0,1210.0
2002-02-01,South Africa,634,28,606,5112.0,400.0,4712.0
2002-02-01,Sri Lanka,84,2,82,764.0,126.0,638.0
2002-02-01,United Kingdom,775,299,476,9354.0,4073.0,5281.0
2002-02-01,Vietnam,56,8,48,661.0,101.0,560.0
2002-03-01,China,2359,104,2255,20204.0,1452.0,18752.0
2002-03-01,Fiji,269,27,242,3979.0,354.0,3625.0
2002-03-01,India,895,51,844,7756.0,625.0,7131.0
2002-03-01,New Zealand,1977,4345,-2368,29529.0,49907.0,-20378.0
2002-03-01,Philippines,156,20,136,1476.0,190.0,1286.0
2002-03-01,South Africa,452,37,415,5201.0,400.0,4801.0
2002-03-01,Sri Lanka,62,13,49,769.0,125.0,644.0
2002-03-01,United Kingdom,824,401,423,9648.0,3986.0,5662.0
2002-03-01,Vietnam,66,6,60,689.0,102.0,587.0
2002-04-01,China,2275,113,2162,21476.0,1444.0,20032.0
2002-04-01,Fiji,225,15,210,3884.0,347.0,3537.0
2002-04-01,India,710,61,649,8068.0,646.0,7422.0
2002-04-01,New Zealand,1669,4229,-2560,29535.0,49162.0,-19627.0
2002-04-01,Philippines,142,26,116,1512.0,201.0,1311.0
2002-04-01,South Africa,437,28,409,5276.0,391.0,4885.0
2002-04-01,Sri Lanka,29,10,19,743.0,128.0,615.0
2002-04-01,United Kingdom,638,369,269,9705.0,3945.0,5760.0
2002-04-01,Vietnam,41,2,39,686.0,103.0,583.0
2002-05-01,China,1566,110,1456,22229.0,1454.0,20775.0
2002-05-01,Fiji,227,32,195,3815.0,359.0,3456.0
2002-05-01,India,866,54,812,8406.0,635.0,7771.0
2002-05-01,New Zealand,1805,4106,-2301,29761.0,47386.0,-17625.0
2002-05-01,Philippines,154,22,132,1538.0,209.0,1329.0
2002-05-01,South Africa,367,24,343,5335.0,382.0,4953.0
2002-05-01,Sri Lanka,50,8,42,749.0,132.0,617.0
2002-05-01,United Kingdom,587,400,187,9841.0,3877.0,5964.0
2002-05-01,Vietnam,31,11,20,695.0,107.0,588.0
2002-06-01,China,1717,113,1604,22735.0,1445.0,21290.0
2002-06-01,Fiji,150,27,123,3745.0,369.0,3376.0
2002-06-01,India,959,46,913,8834.0,631.0,8203.0
2002-06-01,New Zealand,2040,3938,-1898,29904.0,47132.0,-17228.0
2002-06-01,Philippines,131,19,112,1548.0,218.0,1330.0
2002-06-01,South Africa,394,17,377,5392.0,365.0,5027.0
2002-06-01,Sri Lanka,54,9,45,761.0,129.0,632.0
2002-06-01,United Kingdom,774,317,457,10030.0,3819.0,6211.0
2002-06-01,Vietnam,74,12,62,731.0,115.0,616.0
2002-07-01,China,2645,179,2466,23406.0,1527.0,21879.0
2002-07-01,Fiji,214,50,164,3622.0,399.0,3223.0
2002-07-01,India,1001,44,957,9175.0,637.0,8538.0
2002-07-01,New Zealand,2169,3816,-1647,30094.0,46828.0,-16734.0
2002-07-01,Philippines,142,24,118,1562.0,233.0,1329.0
2002-07-01,South Africa,420,46,374,5366.0,376.0,4990.0
2002-07-01,Sri Lanka,86,14,72,779.0,129.0,650.0
2002-07-01,United Kingdom,693,398,295,10163.0,3804.0,6359.0
2002-07-01,Vietnam,68,12,56,704.0,115.0,589.0
2002-08-01,China,2321,126,2195,23982.0,1551.0,22431.0
2002-08-01,Fiji,203,44,159,3513.0,418.0,3095.0
2002-08-01,India,763,43,720,9417.0,634.0,8783.0
2002-08-01,New Zealand,2407,3527,-1120,30529.0,46705.0,-16176.0
2002-08-01,Philippines,116,17,99,1585.0,240.0,1345.0
2002-08-01,South Africa,439,25,414,5455.0,369.0,5086.0
2002-08-01,Sri Lanka,54,9,45,793.0,124.0,669.0
2002-08-01,United Kingdom,841,250,591,10274.0,3777.0,6497.0
2002-08-01,Vietnam,67,9,58,705.0,117.0,588.0
2002-09-01,China,2275,175,2100,24416.0,1582.0,22834.0
2002-09-01,Fiji,230,40,190,3490.0,421.0,3069.0
2002-09-01,India,842,67,775,9664.0,649.0,9015.0
2002-09-01,New Zealand,2767,3404,-637,30791.0,46532.0,-15741.0
2002-09-01,Philippines,141,12,129,1616.0,240.0,1376.0
2002-09-01,South Africa,339,31,308,5369.0,375.0,4994.0
2002-09-01,Sri Lanka,71,5,66,799.0,122.0,677.0
2002-09-01,United Kingdom,1218,287,931,10455.0,3806.0,6649.0
2002-09-01,Vietnam,53,9,44,691.0,123.0,568.0
2002-10-01,China,1799,133,1666,24650.0,1603.0,23047.0
2002-10-01,Fiji,224,29,195,3417.0,421.0,2996.0
2002-10-01,India,797,46,751,9804.0,653.0,9151.0
2002-10-01,New Zealand,2838,3123,-285,30830.0,46574.0,-15744.0
2002-10-01,Philippines,178,8,170,1710.0,236.0,1474.0
2002-10-01,South Africa,355,43,312,5270.0,381.0,4889.0
2002-10-01,Sri Lanka,67,15,52,812.0,131.0,681.0
2002-10-01,United Kingdom,1156,252,904,10685.0,3833.0,6852.0
2002-10-01,Vietnam,66,12,54,679.0,130.0,549.0
2002-11-01,China,1681,334,1347,24772.0,1771.0,23001.0
2002-11-01,Fiji,261,50,211,3379.0,434.0,2945.0
2002-11-01,India,733,79,654,9903.0,674.0,9229.0
2002-11-01,New Zealand,3414,3241,173,31076.0,46185.0,-15109.0
2002-11-01,Philippines,180,7,173,1784.0,224.0,1560.0
2002-11-01,South Africa,461,45,416,5125.0,405.0,4720.0
2002-11-01,Sri Lanka,40,9,31,810.0,128.0,682.0
2002-11-01,United Kingdom,1353,283,1070,10847.0,3851.0,6996.0
2002-11-01,Vietnam,89,31,58,727.0,139.0,588.0
2002-12-01,China,957,302,655,24867.0,1898.0,22969.0
2002-12-01,Fiji,345,66,279,3197.0,443.0,2754.0
2002-12-01,India,504,83,421,9887.0,680.0,9207.0
2002-12-01,New Zealand,5533,4097,1436,31578.0,46003.0,-14425.0
2002-12-01,Philippines,156,31,125,1804.0,236.0,1568.0
2002-12-01,South Africa,282,61,221,5100.0,422.0,4678.0
2002-12-01,Sri Lanka,81,27,54,805.0,135.0,670.0
2002-12-01,United Kingdom,950,395,555,10954.0,3921.0,7033.0
2002-12-01,Vietnam,33,30,3,714.0,150.0,564.0
2003-01-01,China,2152,204,1948,24196.0,1996.0,22200.0
2003-01-01,Fiji,430,50,380,3184.0,453.0,2731.0
2003-01-01,India,645,51,594,9800.0,673.0,9127.0
2003-01-01,New Zealand,3218,4061,-843,32037.0,45687.0,-13650.0
2003-01-01,Philippines,140,11,129,1785.0,224.0,1561.0
2003-01-01,South Africa,374,47,327,4954.0,432.0,4522.0
2003-01-01,Sri Lanka,96,17,79,774.0,138.0,636.0
2003-01-01,United Kingdom,1361,365,996,11170.0,4016.0,7154.0
2003-01-01,Vietnam,32,16,16,676.0,158.0,518.0
2003-02-01,China,2369,131,2238,24116.0,2024.0,22092.0
2003-02-01,Fiji,318,46,272,3096.0,476.0,2620.0
2003-02-01,India,909,75,834,9624.0,700.0,8924.0
2003-02-01,New Zealand,2633,3368,-735,32470.0,45255.0,-12785.0
2003-02-01,Philippines,147,43,104,1783.0,240.0,1543.0
2003-02-01,South Africa,496,22,474,4816.0,426.0,4390.0
2003-02-01,Sri Lanka,86,8,78,776.0,144.0,632.0
2003-02-01,United Kingdom,956,300,656,11351.0,4017.0,7334.0
2003-02-01,Vietnam,62,11,51,682.0,161.0,521.0
2003-03-01,China,1643,226,1417,23400.0,2146.0,21254.0
2003-03-01,Fiji,287,66,221,3114.0,515.0,2599.0
2003-03-01,India,682,97,585,9411.0,746.0,8665.0
2003-03-01,New Zealand,2306,4106,-1800,32799.0,45016.0,-12217.0
2003-03-01,Philippines,153,13,140,1780.0,233.0,1547.0
2003-03-01,South Africa,420,39,381,4784.0,428.0,4356.0
2003-03-01,Sri Lanka,62,14,48,776.0,145.0,631.0
2003-03-01,United Kingdom,893,468,425,11420.0,4084.0,7336.0
2003-03-01,Vietnam,39,14,25,655.0,169.0,486.0
2003-04-01,China,1323,124,1199,22448.0,2157.0,20291.0
2003-04-01,Fiji,208,41,167,3097.0,541.0,2556.0
2003-04-01,India,579,63,516,9280.0,748.0,8532.0
2003-04-01,New Zealand,2066,3678,-1612,33196.0,44465.0,-11269.0
2003-04-01,Philippines,140,16,124,1778.0,223.0,1555.0
2003-04-01,South Africa,287,31,256,4634.0,431.0,4203.0
2003-04-01,Sri Lanka,53,5,48,800.0,140.0,660.0
2003-04-01,United Kingdom,800,373,427,11582.0,4088.0,7494.0
2003-04-01,Vietnam,37,15,22,651.0,182.0,469.0
2003-05-01,China,935,126,809,21817.0,2173.0,19644.0
2003-05-01,Fiji,205,41,164,3075.0,550.0,2525.0
2003-05-01,India,655,74,581,9069.0,768.0,8301.0
2003-05-01,New Zealand,2053,3911,-1858,33444.0,44270.0,-10826.0
2003-05-01,Philippines,164,20,144,1788.0,221.0,1567.0
2003-05-01,South Africa,333,28,305,4600.0,435.0,4165.0
2003-05-01,Sri Lanka,51,8,43,801.0,140.0,661.0
2003-05-01,United Kingdom,707,421,286,11702.0,4109.0,7593.0
2003-05-01,Vietnam,35,9,26,655.0,180.0,475.0
2003-06-01,China,957,254,703,21057.0,2314.0,18743.0
2003-06-01,Fiji,225,43,182,3150.0,566.0,2584.0
2003-06-01,India,665,82,583,8775.0,804.0,7971.0
2003-06-01,New Zealand,2171,3607,-1436,33575.0,43939.0,-10364.0
2003-06-01,Philippines,131,10,121,1788.0,212.0,1576.0
2003-06-01,South Africa,335,36,299,4541.0,454.0,4087.0
2003-06-01,Sri Lanka,38,11,27,785.0,142.0,643.0
2003-06-01,United Kingdom,877,332,545,11805.0,4124.0,7681.0
2003-06-01,Vietnam,51,19,32,632.0,187.0,445.0
2003-07-01,China,1733,375,1358,20145.0,2510.0,17635.0
2003-07-01,Fiji,242,38,204,3178.0,554.0,2624.0
2003-07-01,India,853,69,784,8627.0,829.0,7798.0
2003-07-01,New Zealand,2344,3882,-1538,33750.0,44005.0,-10255.0
2003-07-01,Philippines,130,17,113,1776.0,205.0,1571.0
2003-07-01,South Africa,258,43,215,4379.0,451.0,3928.0
2003-07-01,Sri Lanka,43,30,13,742.0,158.0,584.0
2003-07-01,United Kingdom,825,383,442,11937.0,4109.0,7828.0
2003-07-01,Vietnam,52,22,30,616.0,197.0,419.0
2003-08-01,China,1005,379,626,18829.0,2763.0,16066.0
2003-08-01,Fiji,222,29,193,3197.0,539.0,2658.0
2003-08-01,India,558,89,469,8422.0,875.0,7547.0
2003-08-01,New Zealand,2585,3727,-1142,33928.0,44205.0,-10277.0
2003-08-01,Philippines,111,14,97,1771.0,202.0,1569.0
2003-08-01,South Africa,362,28,334,4302.0,454.0,3848.0
2003-08-01,Sri Lanka,42,7,35,730.0,156.0,574.0
2003-08-01,United Kingdom,1042,317,725,12138.0,4176.0,7962.0
2003-08-01,Vietnam,49,29,20,598.0,217.0,381.0
2003-09-01,China,1040,363,677,17594.0,2951.0,14643.0
2003-09-01,Fiji,215,39,176,3182.0,538.0,2644.0
2003-09-01,India,476,91,385,8056.0,899.0,7157.0
2003-09-01,New Zealand,2900,3373,-473,34061.0,44174.0,-10113.0
2003-09-01,Philippines,79,17,62,1709.0,207.0,1502.0
2003-09-01,South Africa,260,24,236,4223.0,447.0,3776.0
2003-09-01,Sri Lanka,22,16,6,681.0,167.0,514.0
2003-09-01,United Kingdom,1393,273,1120,12313.0,4162.0,8151.0
2003-09-01,Vietnam,31,4,27,576.0,212.0,364.0
2003-10-01,China,819,349,470,16614.0,3167.0,13447.0
2003-10-01,Fiji,169,29,140,3127.0,538.0,2589.0
2003-10-01,India,463,97,366,7722.0,950.0,6772.0
2003-10-01,New Zealand,2937,3157,-220,34160.0,44208.0,-10048.0
2003-10-01,Philippines,105,16,89,1636.0,215.0,1421.0
2003-10-01,South Africa,263,38,225,4131.0,442.0,3689.0
2003-10-01,Sri Lanka,29,15,14,643.0,167.0,476.0
2003-10-01,United Kingdom,1347,329,1018,12504.0,4239.0,8265.0
2003-10-01,Vietnam,52,12,40,562.0,212.0,350.0
2003-11-01,China,740,912,-172,15673.0,3745.0,11928.0
2003-11-01,Fiji,224,48,176,3090.0,536.0,2554.0
2003-11-01,India,550,101,449,7539.0,972.0,6567.0
2003-11-01,New Zealand,3271,3691,-420,34017.0,44658.0,-10641.0
2003-11-01,Philippines,105,13,92,1561.0,221.0,1340.0
2003-11-01,South Africa,363,53,310,4033.0,450.0,3583.0
2003-11-01,Sri Lanka,20,23,-3,623.0,181.0,442.0
2003-11-01,United Kingdom,1477,317,1160,12628.0,4273.0,8355.0
2003-11-01,Vietnam,48,61,-13,521.0,242.0,279.0
2003-12-01,China,483,782,-299,15199.0,4225.0,10974.0
2003-12-01,Fiji,321,70,251,3066.0,540.0,2526.0
2003-12-01,India,368,102,266,7403.0,991.0,6412.0
2003-12-01,New Zealand,5408,4554,854,33892.0,45115.0,-11223.0
2003-12-01,Philippines,88,23,65,1493.0,213.0,1280.0
2003-12-01,South Africa,245,50,195,3996.0,439.0,3557.0
2003-12-01,Sri Lanka,39,16,23,581.0,170.0,411.0
2003-12-01,United Kingdom,1148,384,764,12826.0,4262.0,8564.0
2003-12-01,Vietnam,23,61,-38,511.0,273.0,238.0
2004-01-01,China,947,400,547,13994.0,4421.0,9573.0
2004-01-01,Fiji,267,40,227,2903.0,530.0,2373.0
2004-01-01,India,418,83,335,7176.0,1023.0,6153.0
2004-01-01,New Zealand,3150,4337,-1187,33824.0,45391.0,-11567.0
2004-01-01,Philippines,70,13,57,1423.0,215.0,1208.0
2004-01-01,South Africa,317,47,270,3939.0,439.0,3500.0
2004-01-01,Sri Lanka,68,20,48,553.0,173.0,380.0
2004-01-01,United Kingdom,1825,309,1516,13290.0,4206.0,9084.0
2004-01-01,Vietnam,35,17,18,514.0,274.0,240.0
2004-02-01,China,1123,311,812,12748.0,4601.0,8147.0
2004-02-01,Fiji,221,33,188,2806.0,517.0,2289.0
2004-02-01,India,703,90,613,6970.0,1038.0,5932.0
2004-02-01,New Zealand,2307,4095,-1788,33498.0,46118.0,-12620.0
2004-02-01,Philippines,97,19,78,1373.0,191.0,1182.0
2004-02-01,South Africa,349,37,312,3792.0,454.0,3338.0
2004-02-01,Sri Lanka,69,21,48,536.0,186.0,350.0
2004-02-01,United Kingdom,1098,360,738,13432.0,4266.0,9166.0
2004-02-01,Vietnam,40,23,17,492.0,286.0,206.0
2004-03-01,China,518,382,136,11623.0,4757.0,6866.0
2004-03-01,Fiji,177,42,135,2696.0,493.0,2203.0
2004-03-01,India,405,135,270,6693.0,1076.0,5617.0
2004-03-01,New Zealand,1917,4464,-2547,33109.0,46476.0,-13367.0
2004-03-01,Philippines,100,11,89,1320.0,189.0,1131.0
2004-03-01,South Africa,290,42,248,3662.0,457.0,3205.0
2004-03-01,Sri Lanka,43,20,23,517.0,192.0,325.0
2004-03-01,United Kingdom,952,467,485,13491.0,4265.0,9226.0
2004-03-01,Vietnam,23,14,9,476.0,286.0,190.0
2004-04-01,China,530,349,181,10830.0,4982.0,5848.0
2004-04-01,Fiji,156,50,106,2644.0,502.0,2142.0
2004-04-01,India,420,75,345,6534.0,1088.0,5446.0
2004-04-01,New Zealand,1770,4280,-2510,32813.0,47078.0,-14265.0
2004-04-01,Philippines,91,32,59,1271.0,205.0,1066.0
2004-04-01,South Africa,188,34,154,3563.0,460.0,3103.0
2004-04-01,Sri Lanka,46,13,33,510.0,200.0,310.0
2004-04-01,United Kingdom,860,429,431,13551.0,4321.0,9230.0
2004-04-01,Vietnam,29,14,15,468.0,285.0,183.0
2004-05-01,China,423,342,81,10318.0,5198.0,5120.0
2004-05-01,Fiji,254,38,216,2693.0,499.0,2194.0
2004-05-01,India,430,102,328,6309.0,1116.0,5193.0
2004-05-01,New Zealand,1788,4551,-2763,32548.0,47718.0,-15170.0
2004-05-01,Philippines,79,20,59,1186.0,205.0,981.0
2004-05-01,South Africa,294,32,262,3524.0,464.0,3060.0
2004-05-01,Sri Lanka,19,8,11,478.0,200.0,278.0
2004-05-01,United Kingdom,773,469,304,13617.0,4369.0,9248.0
2004-05-01,Vietnam,19,9,10,452.0,285.0,167.0
2004-06-01,China,441,670,-229,9802.0,5614.0,4188.0
2004-06-01,Fiji,175,34,141,2643.0,490.0,2153.0
2004-06-01,India,430,104,326,6074.0,1138.0,4936.0
2004-06-01,New Zealand,1976,4214,-2238,32353.0,48325.0,-15972.0
2004-06-01,Philippines,108,14,94,1163.0,209.0,954.0
2004-06-01,South Africa,267,45,222,3456.0,473.0,2983.0
2004-06-01,Sri Lanka,19,17,2,459.0,206.0,253.0
2004-06-01,United Kingdom,1049,359,690,13789.0,4396.0,9393.0
2004-06-01,Vietnam,30,21,9,431.0,287.0,144.0
2004-07-01,China,773,778,-5,8842.0,6017.0,2825.0
2004-07-01,Fiji,224,52,172,2625.0,504.0,2121.0
2004-07-01,India,494,102,392,5715.0,1171.0,4544.0
2004-07-01,New Zealand,2220,4141,-1921,32229.0,48584.0,-16355.0
2004-07-01,Philippines,125,12,113,1158.0,204.0,954.0
2004-07-01,South Africa,198,53,145,3396.0,483.0,2913.0
2004-07-01,Sri Lanka,26,8,18,442.0,184.0,258.0
2004-07-01,United Kingdom,988,420,568,13952.0,4433.0,9519.0
2004-07-01,Vietnam,61,39,22,440.0,304.0,136.0
2004-08-01,China,476,495,-19,8313.0,6133.0,2180.0
2004-08-01,Fiji,225,37,188,2628.0,512.0,2116.0
2004-08-01,India,342,99,243,5499.0,1181.0,4318.0
2004-08-01,New Zealand,2378,4024,-1646,32022.0,48881.0,-16859.0
2004-08-01,Philippines,105,9,96,1152.0,199.0,953.0
2004-08-01,South Africa,221,39,182,3255.0,494.0,2761.0
2004-08-01,Sri Lanka,28,8,20,428.0,185.0,243.0
2004-08-01,United Kingdom,1243,263,980,14153.0,4379.0,9774.0
2004-08-01,Vietnam,52,15,37,443.0,290.0,153.0
2004-09-01,China,520,473,47,7793.0,6243.0,1550.0
2004-09-01,Fiji,222,48,174,2635.0,521.0,2114.0
2004-09-01,India,328,84,244,5351.0,1174.0,4177.0
2004-09-01,New Zealand,2708,4018,-1310,31830.0,49526.0,-17696.0
2004-09-01,Philippines,81,11,70,1154.0,193.0,961.0
2004-09-01,South Africa,272,40,232,3267.0,510.0,2757.0
2004-09-01,Sri Lanka,24,9,15,430.0,178.0,252.0
2004-09-01,United Kingdom,1463,308,1155,14223.0,4414.0,9809.0
2004-09-01,Vietnam,39,14,25,451.0,300.0,151.0
2004-10-01,China,420,405,15,7394.0,6299.0,1095.0
2004-10-01,Fiji,277,29,248,2743.0,521.0,2222.0
2004-10-01,India,331,128,203,5219.0,1205.0,4014.0
2004-10-01,New Zealand,2728,3608,-880,31621.0,49977.0,-18356.0
2004-10-01,Philippines,108,8,100,1157.0,185.0,972.0
2004-10-01,South Africa,293,26,267,3297.0,498.0,2799.0
2004-10-01,Sri Lanka,42,13,29,443.0,176.0,267.0
2004-10-01,United Kingdom,1288,262,1026,14164.0,4347.0,9817.0
2004-10-01,Vietnam,40,15,25,439.0,303.0,136.0
2004-11-01,China,394,1034,-640,7048.0,6421.0,627.0
2004-11-01,Fiji,279,48,231,2798.0,521.0,2277.0
2004-11-01,India,278,157,121,4947.0,1261.0,3686.0
2004-11-01,New Zealand,2979,4019,-1040,31329.0,50305.0,-18976.0
2004-11-01,Philippines,87,14,73,1139.0,186.0,953.0
2004-11-01,South Africa,429,73,356,3363.0,518.0,2845.0
2004-11-01,Sri Lanka,25,27,-2,448.0,180.0,268.0
2004-11-01,United Kingdom,1456,285,1171,14143.0,4315.0,9828.0
2004-11-01,Vietnam,26,58,-32,417.0,300.0,117.0
2004-12-01,China,330,870,-540,6895.0,6509.0,386.0
2004-12-01,Fiji,460,67,393,2937.0,518.0,2419.0
2004-12-01,India,341,116,225,4920.0,1275.0,3645.0
2004-12-01,New Zealand,5250,5245,5,31171.0,50996.0,-19825.0
2004-12-01,Philippines,97,21,76,1148.0,184.0,964.0
2004-12-01,South Africa,277,68,209,3395.0,536.0,2859.0
2004-12-01,Sri Lanka,36,23,13,445.0,187.0,258.0
2004-12-01,United Kingdom,1118,389,729,14113.0,4320.0,9793.0
2004-12-01,Vietnam,15,44,-29,409.0,283.0,126.0
2005-01-01,China,513,528,-15,6461.0,6637.0,-176.0
2005-01-01,Fiji,506,56,450,3176.0,534.0,2642.0
2005-01-01,India,328,99,229,4830.0,1291.0,3539.0
2005-01-01,New Zealand,2901,4828,-1927,30922.0,51487.0,-20565.0
2005-01-01,Philippines,88,19,69,1166.0,190.0,976.0
2005-01-01,South Africa,329,56,273,3407.0,545.0,2862.0
2005-01-01,Sri Lanka,52,14,38,429.0,181.0,248.0
2005-01-01,United Kingdom,1644,339,1305,13932.0,4350.0,9582.0
2005-01-01,Vietnam,36,21,15,410.0,287.0,123.0
2005-02-01,China,624,411,213,5962.0,6737.0,-775.0
2005-02-01,Fiji,417,39,378,3372.0,540.0,2832.0
2005-02-01,India,536,108,428,4663.0,1309.0,3354.0
2005-02-01,New Zealand,2291,4443,-2152,30906.0,51835.0,-20929.0
2005-02-01,Philippines,123,12,111,1192.0,183.0,1009.0
2005-02-01,South Africa,378,31,347,3436.0,539.0,2897.0
2005-02-01,Sri Lanka,38,8,30,398.0,168.0,230.0
2005-02-01,United Kingdom,1052,328,724,13886.0,4318.0,9568.0
2005-02-01,Vietnam,38,20,18,408.0,284.0,124.0
2005-03-01,China,426,389,37,5870.0,6744.0,-874.0
2005-03-01,Fiji,310,32,278,3505.0,530.0,2975.0
2005-03-01,India,380,122,258,4638.0,1296.0,3342.0
2005-03-01,New Zealand,1850,5006,-3156,30839.0,52377.0,-21538.0
2005-03-01,Philippines,90,15,75,1182.0,187.0,995.0
2005-03-01,South Africa,310,47,263,3456.0,544.0,2912.0
2005-03-01,Sri Lanka,37,17,20,392.0,165.0,227.0
2005-03-01,United Kingdom,1019,537,482,13953.0,4388.0,9565.0
2005-03-01,Vietnam,25,18,7,410.0,288.0,122.0
2005-04-01,China,319,320,-1,5659.0,6715.0,-1056.0
2005-04-01,Fiji,322,42,280,3671.0,522.0,3149.0
2005-04-01,India,345,109,236,4563.0,1330.0,3233.0
2005-04-01,New Zealand,1851,5019,-3168,30920.0,53116.0,-22196.0
2005-04-01,Philippines,133,16,117,1224.0,171.0,1053.0
2005-04-01,South Africa,279,27,252,3547.0,537.0,3010.0
2005-04-01,Sri Lanka,37,9,28,383.0,161.0,222.0
2005-04-01,United Kingdom,1010,502,508,14103.0,4461.0,9642.0
2005-04-01,Vietnam,35,12,23,416.0,286.0,130.0
2005-05-01,China,314,302,12,5550.0,6675.0,-1125.0
2005-05-01,Fiji,367,29,338,3784.0,513.0,3271.0
2005-05-01,India,421,103,318,4554.0,1331.0,3223.0
2005-05-01,New Zealand,1720,4816,-3096,30852.0,53381.0,-22529.0
2005-05-01,Philippines,162,9,153,1307.0,160.0,1147.0
2005-05-01,South Africa,307,34,273,3560.0,539.0,3021.0
2005-05-01,Sri Lanka,23,7,16,387.0,160.0,227.0
2005-05-01,United Kingdom,947,455,492,14277.0,4447.0,9830.0
2005-05-01,Vietnam,61,17,44,458.0,294.0,164.0
2005-06-01,China,357,547,-190,5466.0,6552.0,-1086.0
2005-06-01,Fiji,307,43,264,3916.0,522.0,3394.0
2005-06-01,India,319,105,214,4443.0,1332.0,3111.0
2005-06-01,New Zealand,1932,4347,-2415,30808.0,53514.0,-22706.0
2005-06-01,Philippines,147,11,136,1346.0,157.0,1189.0
2005-06-01,South Africa,344,48,296,3637.0,542.0,3095.0
2005-06-01,Sri Lanka,41,10,31,409.0,153.0,256.0
2005-06-01,United Kingdom,994,422,572,14222.0,4510.0,9712.0
2005-06-01,Vietnam,26,26,0,454.0,299.0,155.0
2005-07-01,China,577,680,-103,5270.0,6454.0,-1184.0
2005-07-01,Fiji,360,40,320,4052.0,510.0,3542.0
2005-07-01,India,465,119,346,4414.0,1349.0,3065.0
2005-07-01,New Zealand,2129,4820,-2691,30717.0,54193.0,-23476.0
2005-07-01,Philippines,146,25,121,1367.0,170.0,1197.0
2005-07-01,South Africa,304,60,244,3743.0,549.0,3194.0
2005-07-01,Sri Lanka,56,13,43,439.0,158.0,281.0
2005-07-01,United Kingdom,993,448,545,14227.0,4538.0,9689.0
2005-07-01,Vietnam,57,29,28,450.0,289.0,161.0
2005-08-01,China,464,403,61,5258.0,6362.0,-1104.0
2005-08-01,Fiji,415,53,362,4242.0,526.0,3716.0
2005-08-01,India,371,84,287,4443.0,1334.0,3109.0
2005-08-01,New Zealand,2252,4107,-1855,30591.0,54276.0,-23685.0
2005-08-01,Philippines,111,15,96,1373.0,176.0,1197.0
2005-08-01,South Africa,333,52,281,3855.0,562.0,3293.0
2005-08-01,Sri Lanka,54,9,45,465.0,159.0,306.0
2005-08-01,United Kingdom,1267,371,896,14251.0,4646.0,9605.0
2005-08-01,Vietnam,55,11,44,453.0,285.0,168.0
2005-09-01,China,414,392,22,5152.0,6281.0,-1129.0
2005-09-01,Fiji,380,40,340,4400.0,518.0,3882.0
2005-09-01,India,252,109,143,4367.0,1359.0,3008.0
2005-09-01,New Zealand,2626,4063,-1437,30509.0,54321.0,-23812.0
2005-09-01,Philippines,131,12,119,1423.0,177.0,1246.0
2005-09-01,South Africa,345,43,302,3928.0,565.0,3363.0
2005-09-01,Sri Lanka,18,10,8,459.0,160.0,299.0
2005-09-01,United Kingdom,1529,330,1199,14317.0,4668.0,9649.0
2005-09-01,Vietnam,48,14,34,462.0,285.0,177.0
2005-10-01,China,333,371,-38,5065.0,6247.0,-1182.0
2005-10-01,Fiji,321,31,290,4444.0,520.0,3924.0
2005-10-01,India,305,113,192,4341.0,1344.0,2997.0
2005-10-01,New Zealand,2716,3966,-1250,30497.0,54679.0,-24182.0
2005-10-01,Philippines,172,13,159,1487.0,182.0,1305.0
2005-10-01,South Africa,379,42,337,4014.0,581.0,3433.0
2005-10-01,Sri Lanka,36,8,28,453.0,155.0,298.0
2005-10-01,United Kingdom,1444,346,1098,14473.0,4752.0,9721.0
2005-10-01,Vietnam,28,14,14,450.0,284.0,166.0
2005-11-01,China,336,740,-404,5007.0,5953.0,-946.0
2005-11-01,Fiji,341,43,298,4506.0,515.0,3991.0
2005-11-01,India,308,151,157,4371.0,1338.0,3033.0
